Names;Mesure0;Mesure1;Mesure2;Mesure3;Mesure4;Mesure5;Mesure6;Mesure7;Mesure8
5_tassette;-0.0469009810844931;-0.59894729081209;3.14816350883626;0.290251398244121;0.97650112674815;-1.18666738903665;0.133413764176405;-0.856066757279176;-1.85974737979252
5_tassette;-0.0496425173461534;-0.598189614421902;3.12901291212165;0.294492913150192;0.981315781174669;-1.21804465846402;0.179439261799522;-0.87641142262455;-1.84197265538941
5_tassette;-0.0333638101065845;-0.675145586455165;3.10373675011152;0.299155033780455;1.00279042378427;-1.19252612994682;0.192495494120633;-0.832953290275153;-1.86418888501315
5_tassette;-0.0223172952864887;-0.575905051981772;3.14819445327969;0.276482598732352;0.989279509317197;-1.27292265042345;0.141408449754417;-0.872105560662734;-1.81211445272922
7_tassette;0.0371700747647057;-0.381703451606231;3.25717359696194;0.316411111055038;1.00091637575961;-1.13337685615373;0.170281116480217;-0.944156215550111;-2.32271575171143
7_tassette;0.0453368121848179;-0.424389726258964;3.28699036246277;0.329910505131225;1.00062711293903;-1.21247013231812;0.166309112053968;-0.980708408917618;-2.21160563727711
8_dossiere;0.0160722632028654;-0.752125712134118;3.76332963822636;0.298427419300016;0.975575990317405;-1.19635173629232;0.177274751292489;-0.944642335965284;-2.33756027794741
8_dossiere;-0.0385518622146899;-0.747084845845607;3.79675476089398;0.31498332331873;1.00447526788772;-1.19767498414831;0.199429509640243;-0.921018539816441;-2.41131262971562
8_dossiere;-0.00551812324664835;-0.694584342714481;3.71165878426258;0.276805599642799;0.981327697196138;-1.15706959994307;0.224554781428488;-1.00136834020266;-2.33580645642315
8_dossiere;-0.0862594105365868;-0.725853162599426;3.78433018176268;0.32866989684481;1.01047539800734;-1.16725434528777;0.0955698797874736;-0.95905396726095;-2.28062447071758
8_dossiere;-0.0722762437678945;-0.487843889077525;3.75635980684028;0.180349239340676;1.01651125433334;-1.22849795147908;0.158077584743377;-0.981588475884384;-2.34109132504879
8_dossiere;-0.00887134075865159;-0.642139209726853;3.78101016663416;0.301694190991226;0.964363203808906;-1.1492937359406;0.0982143333229588;-1.01057702159354;-2.33440058673761
8_dossiere;0.0442536495729518;-0.696541143308852;3.73085347137615;0.34415213124106;0.991613233844602;-1.20174836400085;0.118922674896077;-0.920623754048514;-2.41088189957263
8_dossiere;0.001779102362237;-0.459193234811576;3.73125387332499;0.339742566017112;0.928527141740474;-1.25173473118354;0.180976408092211;-1.06949907128612;-2.40185205425578
9_dossiere;-0.0228447815782809;-0.691932414014152;3.74422811712959;0.233711137883461;0.938053467681787;-1.18143002893599;0.1642663443083;-0.840293660674691;-2.34375818180002
9_dossiere;-0.0254672293527332;-0.652577844922951;3.69405950934652;0.356950258101682;1.00707680260071;-1.24006765207429;0.211907829939881;-0.921928233217828;-2.42995344042099
10_epauliere;-0.00504906889370016;-0.784734056661861;3.60382350557856;0.321131695281605;1.02757596442985;-1.16327275933502;0.232276847005261;-0.85048914695349;-2.3812629804512
12_cubitiere;-0.244448187000311;-0.432591624711036;3.60724018021534;0.310713673741259;1.0418640759364;-1.17101267190326;0.17290954535663;-0.934107161633209;-2.35056783000181
12_cubitiere;-0.220931247568305;-0.436405603594598;3.48089760600241;0.329298073842848;1.07395186573496;-1.1167211107741;0.231762806615945;-1.09904699366245;-2.24280539659671
12_cubitiere;-0.287948423788579;-0.413993043185184;3.48538276694528;0.331285660671924;0.987144925595391;-1.17730908981994;0.190018290216229;-0.874687523912117;-2.23989356272301
13_tassette;0.220081292186515;-0.924077366617732;3.48692782813959;0.347021387458112;1.07810445771061;-1.11393701551217;0.213822645696492;-1.00467176211417;-2.30327146694725
13_tassette;0.0463095041811457;-0.892349484004017;3.81208282418977;0.279641708248865;1.00257331370336;-1.17482102470037;0.196627577451752;-0.981848223790811;-2.28821619527971
13_tassette;0.122675089321505;-0.883857415116083;3.51637933718656;0.320645710389107;1.00939090821942;-1.11712787620136;0.176814509281569;-0.93690742771861;-2.20801283536211
13_tassette;0.228303649521384;-0.852688315741574;3.51559242613728;0.292664296313844;1.01321183098453;-1.16765983220405;0.183124467924483;-0.982754207402238;-2.22979431553366
13_tassette;0.00743328705718271;-0.597181055251259;3.83185044204415;0.220008278997923;0.94626848931106;-1.31089922841264;0.137674278320312;-0.881360974982599;-2.35379351708413
13_tassette;0.219451412319987;-0.85156282932106;3.51968763840703;0.30694671165474;1.00767228245887;-1.17263702448497;0.15953999136142;-0.923993106859932;-2.2651050755361
13_tassette;0.184449908704202;-0.822365350751903;3.57866160232574;0.263899474315021;0.996093590277753;-1.17789101427947;0.144028299662141;-0.982122213008061;-2.18475429724542
13_tassette;-0.025704024555393;-0.614636432494816;3.82989734766133;0.232040864163931;0.979273000050445;-1.22734855045767;0.0876289804382187;-0.928908591420814;-2.33224259338524
13_tassette;-0.0335853761668274;-0.536808626566267;3.82401481191211;0.236961654075453;0.937764273964357;-1.25716132154926;0.0527977958390404;-1.03822576274069;-2.18575744876791
13_tassette;0.2013007070956;-0.83928086666012;3.55293635460497;0.280177041274257;1.00380484801008;-1.15693547886707;0.174577386096168;-1.04394552706249;-2.17263446449139
13_tassette;0.167958761660879;-0.859680420877328;3.52935390566719;0.315490172105622;1.03254581117862;-1.14957578941972;0.173049105308225;-0.969819641129897;-2.2393219044936
13_tassette;0.175362924822319;-0.778621277696192;3.54132169135539;0.271981478160739;1.00315218727545;-1.13512195115643;0.136009807033316;-0.995280044993684;-2.21880481480091
13_tassette;0.194842886130882;-0.804473907901426;3.56850481316092;0.260559228854261;1.00584389102551;-1.18725255190264;0.155413587818509;-0.963047729597298;-2.23039021758873
