Names;Mesure0;Mesure1;Mesure2;Mesure3;Mesure4;Mesure5;Mesure6;Mesure7;Mesure8;Mesure9;Mesure10;Mesure11;Mesure12
Barrois;0.7638776759619887;-1.03326718994551;-1.092985956223703;0.4694727915934942;-0.6466320023403624;0.4188974047551712;-0.1469919420693879;-0.323426226403644;-1.208228943860222;0.123342948793671;-0.7941241851427401;-2.249621629018447;-0.9916004154869897
Barrois;0.7208607787660906;-0.9535981908751233;-1.172217970361281;0.4306678246345912;-0.6366581933218547;0.4508823594857152;-0.1303381348638077;-0.2641302932138279;-1.129689449930805;0.06619988068826821;-0.9238510881699198;-2.497126403605982;-1.119281895173483
Barrois;0.7192126810030877;-0.9771771475991761;-1.218232524528641;0.416872244026629;-0.8417084624824748;0.4291504455859785;-0.1603349996584911;-0.2884435140182824;-1.315142537536698;0.1295357365877405;-0.8695608944294337;-2.375840377890309;-1.019655117325273
Barrois;0.6670211029909416;-0.9550617655615024;-1.19444592907811;0.3621104708381235;-0.8960361192315935;0.410769978654093;-0.1855257407355768;-0.2776161306718381;-1.23336399510848;0.2035463224042759;-0.8216446307942782;-2.166009225662139;-0.7012972289242971
Barrois;0.7024052531134124;-0.958016895314074;-1.124077812878828;0.3580906834753625;-0.7973492552400776;0.3929372194672067;-0.2085262009965441;-0.297293233542953;-1.049381575523074;0.1948141922682518;-0.8293398790626785;-2.20924942261564;-0.6743775626760455
Barrois;0.6797177132613585;-0.9688229902463747;-1.256131727349989;0.3880759158311502;-0.9382882326763581;0.4262552067922241;-0.1657538408748549;-0.2692100627997449;-1.165500780083833;0.1702394239536105;-0.8402801293692495;-2.358794069247137;-1.178338004789006
Barrois;0.636070485095229;-0.9301544741483647;-1.336458046305204;0.3562134688498304;-0.9942181878312687;0.419927982589245;-0.1883240279293676;-0.2555210592735615;-1.416847344541797;0.193391579476867;-0.8352212259637097;-2.59173055140851;-1.285305523857823
Barrois;0.649633372525126;-0.9434620472218997;-1.220568766972465;0.3513753944542688;-0.8798637281643944;0.4134475042414287;-0.1970008395162053;-0.2912538431302083;-1.033040393302375;0.2337071233727146;-0.7991166491697896;-2.295644565333262;-0.7625205914683679
Barrois;0.6683687024144807;-0.9530007908570921;-1.180619643185698;0.3554633897883919;-0.8480084360006097;0.4150616794495001;-0.1927421874292516;-0.2922121568776954;-1.132101725727038;0.2213808555319139;-0.8185689007149628;-2.316732758174203;-0.8049915790534992
Barrois;0.6727121255195208;-0.9750127765077179;-1.161906357189132;0.3771976337382617;-0.7993401145754349;0.4007565244967997;-0.1836751019513037;-0.2832569218686662;-1.150007133889424;0.2083599391186008;-0.8181696224690946;-2.43490762925287;-0.8314925838399412
Barrois;0.6729130008590869;-0.942333756129355;-1.048653777756987;0.3749944924084225;-0.7441923563305997;0.4221841674159124;-0.2178872068321649;-0.2472086375106208;-1.00512458598881;0.1416349003724671;-0.8072062035718639;-1.780869766606576;-0.3018332078701493
Barrois;0.6921340933757092;-0.9203410752262315;-1.114693651256229;0.3806280906201693;-0.8072407406190449;0.4103909208753564;-0.2229310033587799;-0.2729526253662105;-1.057034879961859;0.1205315165965644;-0.8253329780975538;-1.946670013948581;-0.4263190699683679
Barrois;0.7769335899184369;-0.9477453438208914;-1.348024534403618;0.3751721823382077;-0.902545094882292;0.4042816201961905;-0.1749449154778793;-0.3096515699491866;-0.9639216265474966;0.1052911415134323;-0.9167448462262899;-1.853477262461754;-0.7118722624703495
Barrois;0.7115783480019413;-0.9603269608364511;-1.074485790439647;0.3433018721026584;-0.7689957352240329;0.4065220023127418;-0.2534726378919117;-0.2619030401007998;-1.095143054551132;0.1673497808326494;-0.8028190256811143;-2.297893947411525;-0.5452652428415408
Bayerisch Schwaben;0.5251186970839317;-0.5797291503883756;-0.5535325983403951;0.2412443944262319;-0.08496914725599802;0.1546602222826929;-0.433922695237162;-0.4868885584480117;-0.6921001909838753;0.3002546173262237;-0.8008284701692309;-1.109411603723658;0.3171281930384047
Bayerisch Schwaben;0.5600356538117701;-0.967729879316106;-0.7086643851956609;0.3196592752457335;-0.4029392683232998;0.2833958236135272;-0.331347573646923;-0.3743272075206421;-0.6610227507604343;0.4623621577792441;-0.6962551272138409;-0.8847556442513421;0.5273029647122587
Bayerisch Schwaben;0.5786650497790373;-0.9428104810918622;-0.6911853416057422;0.3232238538668895;-0.3326542196777249;0.3016927550908708;-0.3157972078202231;-0.3747349870742672;-0.6859841479199345;0.4156565645202015;-0.7071734469898725;-0.9381655760460986;0.4048866692476554
Bayerisch Schwaben;0.5506547713417913;-0.9231449032714388;-0.6713329302776392;0.293962865534017;-0.3384906632832877;0.2643758175650242;-0.3600029779738461;-0.3862259007108272;-0.6576532329864466;0.4647531671064582;-0.6576532329864466;-1.115030429510352;0.4212473704136719
Bayerisch Schwaben;0.5719474293109933;-0.9396821314374748;-0.7233658704210795;0.328528401962212;-0.358742727134073;0.306330012546627;-0.3148649892215964;-0.373416233742009;-0.61982527851401;0.4126225339062787;-0.7335055017719594;-1.037968673274335;0.4708281559101223
Bayerisch Schwaben;0.5790120935476742;-0.9363736612672706;-0.566767251239168;0.3112120151697444;-0.1199579107883444;0.2670314331911767;-0.3429709894718068;-0.4262521464446829;-0.1269911735195484;0.4724016989945347;-0.6240626551936004;-0.520522063286531;1.016851764611404
Bayerisch Schwaben;0.6134619787894249;-0.9493713891368201;-0.6290362382774523;0.3384303407934059;-0.2025957031538775;0.2889028697534104;-0.313157121574552;-0.3908810022213573;-0.6811339068691464;0.3883600717753468;-0.7759202262473472;-1.02697624694949;0.6108614052588996
Bayerisch Schwaben;0.5600306864506723;-0.972800873007979;-0.5722367205097926;0.3049125011435723;-0.228863723155437;0.2698610002698649;-0.3405583730255574;-0.3909442677683036;-0.889254821557904;0.498801953182038;-0.6279919527654105;-1.007014973539081;0.485035166117407
Bayerisch Schwaben;0.6266001203726493;-0.9723271074625544;-0.5898597854467242;0.3375690902821701;-0.2843524874279988;0.3092743363631009;-0.3037082626458104;-0.3826567054276605;-0.8109591052275795;0.3908146022353952;-0.7386965272980912;-0.9777900031640565;0.2907168758506112
Bayerisch Schwaben;0.5315140272931174;-0.9488123673017566;-0.4676883701284201;0.2627827479490469;-0.1124179148093781;0.2352478214252001;-0.3845409368631939;-0.4295679066765131;0.1859666240539246;0.584083498736105;-0.5228436350294754;-0.7057743186154621;0.7155161513790484
Bayerisch Schwaben;0.6477721449206555;-0.9544306829426853;-0.8245204098317036;0.3358968758049055;-0.5089084142947251;0.3025843885331041;-0.2880851538960592;-0.3661589761003562;-0.8883010045256512;0.3369206383174799;-0.7958301560473395;-1.568072546820463;0.230895217647223
Bayerisch Schwaben;0.6850835312204382;-1.054785361197409;-0.1190262574520972;0.3549364780227356;0.08939951919482697;0.3033875206031411;-0.2589053438533337;-0.4200562531160784;-0.60569283007799;0.4348216050703133;-0.6461214871335983;-0.7675436500190611;0.8924645063941266
Bayerisch Schwaben;0.6302542293869036;-1.00104455732417;-0.5037199165162204;0.3663779273439296;-0.1177888153171982;0.3076722670061025;-0.2853395953444629;-0.363626310732058;-0.6420226146825019;0.368038711325394;-0.7280432852604322;-0.9568408948321163;0.5019187588449843
Bayerisch Schwaben;0.5502194099799507;-0.6828088477516384;-0.4468970306718624;0.2627968390559295;-0.04895702199982477;0.1859769080703195;-0.3901042408717884;-0.45986200783623;0.01285012797837737;0.3296546065519883;-0.7415868483048247;-0.8245610833695886;0.7837396937285395
Bayerisch Schwaben;0.531814470863345;-0.7361390659990501;-0.4972569770839134;0.2580313903402261;-0.05691311985878844;0.1904320168424163;-0.398125504081899;-0.4650722937125121;0.1343948870371707;0.4113654985079913;-0.7558831241948072;-1.088321584110413;0.5819242689637114
Bayerisch Schwaben;0.6876773414307729;-1.098809951479399;-0.5281584244030602;0.4745474689728648;-0.07906589328364122;0.3576267043804131;-0.2409167132247123;-0.3918342922188666;-0.4100591123250656;0.3284194332946266;-0.7877957349088163;-0.8184645546752682;0.3359074546871768
Bayerisch Schwaben;0.7441569310092571;-1.044213484556073;-0.3625024856615595;0.4440441362815493;-0.09819529702231822;0.3637620164330384;-0.2326036641051645;-0.3625024856615595;-0.5504929680169485;0.2185149029268254;-0.7663513539441174;-0.4215016873974516;0.7358137708263264
Bayerisch Schwaben;0.7171816854284689;-1.090932788332618;-0.3919627839965991;0.4396327856140106;-0.09093278833261786;0.3964076315687306;-0.2097112162360994;-0.3339708370189123;-0.1763629836572442;0.2680891543090501;-0.7120160169740106;-0.5006643217342134;0.6846256514727462
Bayerisch Schwaben;0.6636636194328774;-1.055114778256694;-0.3861079972981183;0.4545357012898885;0.3762489859022934;0.3310868271440995;-0.2534824320235274;-0.4116621017705064;-0.1705081969587635;0.348577559304435;-0.674903536545088;-0.4677780437494379;0.6200523114067001
Bayerisch Schwaben;0.6294231705325477;-1.023789343242796;-0.9268793302347397;0.4253031878766228;-0.1309993128906645;0.3283931748685665;-0.2760862905828089;-0.3828112858844641;0.2906046139791666;0.3518742707180893;-0.8854866450765146;-1.352848062507021;-0.2067200268287828
Bayerisch Schwaben;0.6371569508810109;-1.215627917799537;-0.5166579134635182;0.4553133629362383;-0.1409942995026329;0.3997960350864069;-0.215627917799537;-0.3263262152932267;-0.1892989790771879;0.4494838192755145;-0.6954720308546727;-0.7665353866801181;0.3864320735284254
Bayerisch Schwaben;0.7337620766109463;-1.140299659338627;-0.5419998168839715;0.4246519505371735;0.05531373941952922;0.3491253780783288;-0.2524496389034203;-0.3838996591258456;-0.5057876442295267;0.365785291316352;-0.7453651608063147;-0.9543376462566515;0.4143356820611972
Bayerisch Schwaben;0.897914420331875;-1.061584364850774;-0.3567055009042346;0.3684553297402158;-0.271694711195886;0.3315699812704471;-0.2555903444051175;-0.3870881298979555;-0.8279972119631732;0.1823027446766388;-0.7834574515707622;-0.6648358369861548;0.6479643772292505
Bayerisch Schwaben;0.6591853552070897;-1.023811623152516;-0.3897824257495114;0.3953176845894599;-0.1102921079416399;0.371708911396109;-0.226005684772402;-0.3509444213807019;-0.6258716144804781;0.3202530047366674;-0.6880195212293225;-0.5487056596681787;0.6775644509493817
Bayerisch Schwaben;0.9722094336220279;-1.073054259862251;-0.2068564568018555;0.3529144724100306;-0.129170201841182;0.3301182757434642;-0.2591297398245327;-0.3827239103994;-0.762264426909113;0.1306542642295923;-0.7282453396196821;-0.5491896016002619;0.7668425864661985
Bayerisch Schwaben;0.6395164095157245;-1.054210539407922;-0.2249067665768975;0.3565666939692874;0.1290593042748822;0.2586012868041656;-0.3218167795849539;-0.4107578629217351;-0.811172490721628;0.4688852988446452;-0.6739992976963165;-0.9080825037296845;0.4867442695182103
Bois de Lareau;0.6778736181974558;-0.9697658376661829;-1.800853163237625;0.1436295089125434;-1.661673987514715;0.3189890163512938;-0.318933025636194;-0.2941978299204022;-1.364160565573571;0.4424605404765867;-0.7144933325628768;-1.971192093404215;-0.8412818202932333
Bois de Lareau;0.6425689499701908;-0.9477142187891148;-1.717925677981947;0.1258215227413513;-1.505622246271821;0.3005577277120666;-0.3553776443987502;-0.3033156043793643;-1.5664359139316;0.4826393504569353;-0.6791155246075933;-2.007771506693414;-0.7689602016561787
Bois de Lareau;0.6148196378882922;-0.9438052987980263;-1.8253180505782;0.1639137660054049;-1.670416090592457;0.3430230669629251;-0.3059991160640831;-0.2712370098048709;-1.527847865680439;0.4363089047091981;-0.7182465897759975;-2.073034361542265;-0.8770248736520765
Bois de Lareau;0.6056832971529849;-0.9261675004445205;-2.420490785271805;0.1419823217611946;-2.164487759421143;0.3077399845741486;-0.3479401181231934;-0.2795639432793746;-1.830101597482379;0.458065824809716;-0.7913284009085939;-2.265983818020796;-1.220918430366601
Bois de Lareau;0.1953716383885988;-0.9314144690003395;-1.328049635984033;0.2018296678984293;-1.032482536021554;0.2034292810582221;-0.4345652897655468;-0.3948155072692248;-0.695845502933206;0.9290286699825356;-0.3446488978034947;-1.340160025986288;-0.3152124112788608
Bois de Lareau;0.2097962740663482;-0.936163136301325;-1.190257093919088;0.1908359643023874;-0.9901275939959683;0.1991251111176839;-0.4394289707466794;-0.4033672291577857;-0.8078446590416444;0.9388981270903751;-0.3406429527398678;-1.331749239579885;-0.2528125975837299
Bois de Lareau;0.5695317914331741;-0.9841192961953069;-1.412456605724106;0.1861971369119444;-1.326541977017513;0.3229426642385875;-0.3177235119703246;-0.3027093680108779;-1.335543221132304;0.5310997358610674;-0.6309256146890823;-1.921971389446463;-0.585168124128407
Condroz;0.4844082777298746;-0.8631751322289052;-0.4916074465683422;0.1062753084166741;-0.5472588987187774;0.2662754897063746;-0.3961078089001651;-0.264758705253517;-0.6794219536167985;0.5372502513358735;-0.477101044686056;-1.027209443457304;0.1507955160682066
Condroz;0.4360339951595256;-0.9053657843239449;-0.7725121254212394;0.1019575366231504;-0.5688949525189186;0.2661524958481667;-0.416054673390843;-0.2856091377204266;-0.4069915239020987;0.6529833902616959;-0.5347593284745574;-0.7984569549737565;0.4466561516144278
Condroz;0.4422633504819793;-0.8679693374532422;-0.872804778648253;0.04177615279606184;-0.7621416714377846;0.2774531018359871;-0.4161185174928926;-0.2527601767696011;-0.568270076633599;0.6366900109448013;-0.5054499559882752;-1.100752908156928;0.1623312020436076
Condroz;0.4258054529235396;-0.9564921568240679;-0.7063852017094452;0.1792152316545335;-0.6292592640801704;0.2704681463318954;-0.3780960836938989;-0.3383592574944403;-0.369297920370812;0.6898307297404347;-0.5245393497447903;-0.943230226156231;0.2217362322899861
Condroz;0.3640124392999167;-0.9021932225655099;-0.8140321991715144;0.1783660559731142;-0.7247013767106057;0.3125380298799598;-0.3587656590992125;-0.2775175704503159;-0.4293010350124986;0.6373322977427942;-0.5605611340724994;-1.062815188964506;0.1306116324236573
Condroz;0.4445185151083995;-0.8796450573964811;-0.7941781957303325;0.04841719652883025;-0.5572232634431107;0.2749487830432387;-0.4162821230392436;-0.2566123361441355;-0.520174165239337;0.643321681903386;-0.4718728594940212;-1.127847191682783;0.1373262241174178
Condroz;0.3800238364147612;-1.009719953153668;-0.942269957758727;0.2300799404438922;-0.6116494277317669;0.237530706166591;-0.3925235364508839;-0.3881335187479475;-0.4872329936300799;0.787749695042963;-0.5189355293173186;-1.317193800451992;-0.1655366303041976
Condroz;0.5827250966604762;-0.9901622150442704;-0.8270755003483198;0.2174779197044299;-0.4336149723815779;0.2741017695279611;-0.3512173424431058;-0.345076829735369;-0.4228745305481949;0.5350360284147324;-0.6417497802739502;-0.962309484911215;0.03688615942207218
Condroz;0.4351769471161204;-0.9956032838923918;-0.9229769271136056;0.2603004985921202;-0.5350491058144677;0.2740319146790904;-0.3550628028752623;-0.3590840768081864;-0.3656991177210471;0.659209914992338;-0.5898613681247342;-1.326737104396838;-0.08851356378729491
Condroz;0.5052753460116344;-0.9860921875080189;-0.865063173258098;0.2487747805572851;-0.5224537124967057;0.2815538777650215;-0.3424585172780559;-0.3537070607134165;-0.4223806696445357;0.585749121652515;-0.6227694840662937;-0.7853114628149032;0.1542300686074685
Condroz;0.4747855306130184;-0.9807351814352534;-0.9053264097418263;0.2351480084618913;-0.5752078228709593;0.2761721390528815;-0.3504161984075713;-0.3520795266832351;-0.510327377501169;0.6228811690435783;-0.6043559921672319;-0.8391462478158483;0.16583809770441
Condroz;0.4526870771984131;-0.9706863653981793;-0.9221638414762079;0.2310812118909737;-0.6107080827878371;0.2785955630487649;-0.3506492732717581;-0.3493272190334629;-0.4952704878584978;0.6362452953422557;-0.5950300147977808;-0.9631617807281186;0.03398056079596379
Condroz;0.4659281559184658;-0.9939152708770272;-0.9327839736316164;0.2577025606374985;-0.6139736935527895;0.2701341538643878;-0.3509775536064763;-0.3681826817568918;-0.4658112628739319;0.6384672360779533;-0.6136366392231798;-1.003041443380073;0.09609283885301134
Condroz;0.5395574882754667;-1.01893984148269;-0.7496696181262237;0.3064913658027483;-0.4428563267306908;0.3025551350936536;-0.3010452993863881;-0.3820468965084252;-0.3857820975317758;0.5549378839128997;-0.626841823827589;-0.6614172571925006;0.5270319985207733
Condroz;0.3878553170219778;-0.8287565035403799;-0.9495786739538477;0.2326644489610565;-0.6379857051431493;0.3941502112323101;-0.2381965967239679;-0.198147930091976;-0.5444633570506952;0.4063846676493217;-0.6762976888222155;-0.7021940931091961;0.3320371386107677
Condroz;0.4851428373497344;-0.9723785254941397;-0.7963812187334497;0.2130987290649371;-0.4151844901739991;0.2791515296177036;-0.345534094760703;-0.3526461361437058;-0.1373405533360312;0.6267830952231739;-0.485595561909645;-0.5844161836758396;0.3701466255655272
Condroz;0.5882175773449502;-1.003858193076411;-0.3908547696549433;0.2961315757862922;-0.2628034006756877;0.3134852503250455;-0.2927307007740747;-0.3288081875902858;-0.494271985214119;0.4483172275354544;-0.632039376420105;-0.6227243923733725;0.423407328698958
Condroz;0.4174989200518675;-0.9554952545123734;-0.9601960223988432;0.3130968986463092;-0.7050986007415299;0.3501851726622838;-0.2814710842841512;-0.3177949069152772;-0.502159842326483;0.542694342729473;-0.6384020528244974;-0.4820839591983834;0.2564755756253765
Condroz;0.4815700901473854;-0.9697353473663256;-0.8468130716384321;0.2147407162731396;-0.4499354648148518;0.2872660837315484;-0.3471091997330686;-0.3488515469514401;-0.1578096622636029;0.6222760878972404;-0.5026197575469435;-0.5537186719953054;0.3923094480587046
Condroz;0.5554944168750438;-1.027338131431293;-0.6282597355231658;0.2694920606896591;-0.3331822086500535;0.2736918642326882;-0.3331822086500535;-0.3826953936674412;-0.07254713712140237;0.585047047534031;-0.5825477232055716;-0.5090430116207817;0.38839447282015
Est Seine et Marne;0.4359698714591937;-0.952809701637169;-1.270239600251414;0.1488226166154125;-0.9654477996049506;0.219379291649342;-0.4443502558097652;-0.3753593388908441;-1.028686069839401;0.7433765524534062;-0.4802133572118283;-1.995746711308338;-0.8429122230860091
Est Seine et Marne;0.44603512368246;-0.9604824083469161;-1.072150529874091;0.1545258267539364;-0.8366459655209635;0.1928357080912801;-0.4578483024896771;-0.3795756226351497;-1.075148260374376;0.739497080545668;-0.4442231359680229;-1.673091685507507;-0.5875018915474455
Est Seine et Marne;0.342465557495125;-0.9191656919766291;-1.102132980095648;0.1460205906294307;-0.8114755735989208;0.2064451043155411;-0.4615651044278388;-0.3622231107959035;-0.8487191545173169;0.7929026546479765;-0.4054532230784571;-1.920705744944721;-0.7306976548635005
FerFort;0.5267302822478759;-0.9418442490493498;-0.9096595656779485;0.2202143886058636;-0.6613359205299703;0.3393639901483561;-0.296875708958213;-0.2619972166653679;-1.249607627372299;0.456896794860977;-0.5821546744823454;-1.193656222043149;-0.367367779353476
FerFort;0.5375314765632582;-0.8908433254749013;-0.8450858349142263;0.2206183373252912;-0.5160271156500015;0.3563112894062253;-0.2768841108472313;-0.2577491004069703;-1.091758168255615;0.3904426119933226;-0.5484206446526951;-1.326571895036339;-0.195102291269081
FerFort;0.5085747095429776;-0.9245726073564271;-0.9056872631960533;0.1863910112585598;-0.5955138880922024;0.3220353812953254;-0.3165222523392772;-0.2681549537058721;-1.197573879420165;0.4977618402607598;-0.5734637473491282;-1.201208164075259;-0.2660312600760166
FerFort;0.5208810359045097;-0.9367540375431687;-0.8239278843380587;0.1793498254231771;-0.5715898125738019;0.3291937723861835;-0.3150922164411896;-0.2614547773050591;-1.196313788537708;0.49797795352054;-0.5903933763965077;-1.017131452504885;-0.08596461797426946
